StationId,Datetime,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
DL004,2020-06-26 02:00:00,73.0,42.83,103.69,9.05,16.92,25.97,,0.31,,11.89
DL004,2020-06-26 03:00:00,76.0,69.82,120.95,9.69,15.69,25.39,,0.37,,10.8
DL004,2020-06-26 04:00:00,78.0,57.96,111.34,11.65,15.29,26.94,,0.39,,10.59
DL004,2020-06-26 05:00:00,80.0,56.65,105.61,10.97,15.26,26.23,,0.37,,10.64
DL004,2020-06-26 06:00:00,82.0,68.8,123.26,9.71,15.02,24.73,,0.35,,11.6
DL004,2020-06-26 07:00:00,84.0,62.44,131.64,9.72,14.93,24.64,,0.33,,11.83
DL004,2020-06-26 08:00:00,87.0,58.25,110.59,8.84,14.91,23.75,,0.32,,13.95
DL004,2020-06-26 09:00:00,89.0,46.69,104.03,8.46,16.38,24.84,,0.31,,20.2
DL004,2020-06-26 10:00:00,92.0,82.79,150.16,8.39,17.49,25.88,,0.28,,30.78
DL004,2020-06-26 11:00:00,96.0,88.17,170.22,8.02,17.67,25.69,,0.19,,34.72
DL004,2020-06-26 12:00:00,101.0,40.91,168.4,8.34,17.03,25.37,,0.04,,20.76
DL004,2020-06-26 13:00:00,102.0,10.4,62.18,46.89,13.18,58.74,,0.03,,22.07
DL004,2020-06-26 14:00:00,103.0,7.42,69.42,11.66,16.34,27.97,,0.02,,23.68
DL004,2020-06-26 15:00:00,102.0,27.21,85.19,9.12,15.95,25.07,,0.01,,22.64
DL004,2020-06-26 16:00:00,97.0,32.19,89.97,8.66,15.61,24.27,,0.0,,23.04
DL004,2020-06-26 17:00:00,98.0,29.77,81.12,8.6,16.79,25.39,,0.02,,25.28
DL004,2020-06-26 18:00:00,99.0,19.19,91.41,8.35,17.21,25.56,,0.05,,25.74
DL004,2020-06-26 19:00:00,100.0,9.66,97.13,7.94,17.24,25.18,,0.03,,25.48
DL004,2020-06-26 20:00:00,101.0,16.08,108.18,7.76,19.23,26.99,,0.03,,23.01
DL004,2020-06-26 21:00:00,102.0,7.23,107.15,7.76,20.3,28.06,,0.05,,20.17
DL004,2020-06-26 22:00:00,102.0,10.64,95.4,7.81,18.3,26.12,,0.07,,21.43
DL004,2020-06-26 23:00:00,103.0,6.71,91.85,7.97,18.58,26.55,,0.06,,19.91
DL004,2020-06-27 00:00:00,105.0,21.85,109.69,7.78,19.41,27.19,,0.04,,17.68
DL004,2020-06-27 01:00:00,105.0,25.42,102.61,7.65,18.85,26.51,,0.02,,17.33
DL004,2020-06-27 02:00:00,105.0,21.17,82.26,7.59,19.01,26.6,,0.01,,16.95
DL004,2020-06-27 03:00:00,103.0,12.19,54.98,7.83,20.32,28.15,,0.02,,14.74
